Country_Name,Country_Code,Indicator_Name,Indicator_Code,2008
Luxembourg,LUX,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.256969183
Luxembourg,LUX,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.410132881
Luxembourg,LUX,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,87.33290925
"Macao SAR, China",MAC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.756
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,507528
"Macao SAR, China",MAC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
"Macao SAR, China",MAC,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
"Macao SAR, China",MAC,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
"Macedonia, FYR",MKD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.233
"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,2098769
"Macedonia, FYR",MKD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,2.204386709
"Macedonia, FYR",MKD,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,2.917049942
"Macedonia, FYR",MKD,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,94.87855375
Madagascar,MDG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.805
Madagascar,MDG,"Population, total",SP.POP.TOTL,19926785
Madagascar,MDG,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,51.85560715
Madagascar,MDG,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.648220073
Madagascar,MDG,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,42.49618741
Malawi,MWI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.298
Malawi,MWI,"Population, total",SP.POP.TOTL,14138207
Malawi,MWI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,63.12583153
Malawi,MWI,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.773817613
Malawi,MWI,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,28.10034257
Malaysia,MYS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.573
Malaysia,MYS,"Population, total",SP.POP.TOTL,27302348
Malaysia,MYS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,24.3083329
Malaysia,MYS,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.672240903
Malaysia,MYS,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,67.0194262
Maldives,MDV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.586
Maldives,MDV,"Population, total",SP.POP.TOTL,313843
Maldives,MDV,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,15.97991097
Maldives,MDV,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.594135114
Maldives,MDV,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,79.42593668
Mali,MLI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.727
Mali,MLI,"Population, total",SP.POP.TOTL,13138299
Mali,MLI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,75.29818008
Mali,MLI,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.531942788
Mali,MLI,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,20.16983371
Malta,MLT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.9
Malta,MLT,"Population, total",SP.POP.TOTL,411950
Malta,MLT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.689302819
Malta,MLT,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,3.993799134
Malta,MLT,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,90.31688528
Marshall Islands,MHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,52245
Marshall Islands,MHL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,21.75373525
Marshall Islands,MHL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.163679006
Marshall Islands,MHL,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,73.08258574
Mauritania,MRT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.151
Mauritania,MRT,"Population, total",SP.POP.TOTL,3422901
Mauritania,MRT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,59.76294168
Mauritania,MRT,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.919236067
Mauritania,MRT,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,32.31779623
Mauritius,MUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.1
Mauritius,MUS,"Population, total",SP.POP.TOTL,1268565
Mauritius,MUS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.609529962
Mauritius,MUS,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.077375808
Mauritius,MUS,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,87.31308755
Mexico,MEX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.488
Mexico,MEX,"Population, total",SP.POP.TOTL,114968039
Mexico,MEX,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,11.96664205
Mexico,MEX,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.34462692
Mexico,MEX,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,77.68872038
"Micronesia, Fed. Sts.",FSM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.293
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,104498
"Micronesia, Fed. Sts.",FSM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,27.69336528
"Micronesia, Fed. Sts.",FSM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.49289009
"Micronesia, Fed. Sts.",FSM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,66.81374463
Moldova,MDA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.627
Moldova,MDA,"Population, total",SP.POP.TOTL,3570107
Moldova,MDA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.740447304
Moldova,MDA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.195979632
Moldova,MDA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,87.06357528
Monaco,MCO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,
Monaco,MCO,"Population, total",SP.POP.TOTL,35686
Monaco,MCO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.085955513
Monaco,MCO,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.596050372
Monaco,MCO,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,86.31799412
Mongolia,MNG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.835
Mongolia,MNG,"Population, total",SP.POP.TOTL,2632834
Mongolia,MNG,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,14.34558194
Mongolia,MNG,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,13.3062421
Mongolia,MNG,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,72.34811632
Montenegro,MNE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.08
Montenegro,MNE,"Population, total",SP.POP.TOTL,618649
Montenegro,MNE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,1.562361751
Montenegro,MNE,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,3.856068137
Montenegro,MNE,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,94.58156682
Morocco,MAR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.285
Morocco,MAR,"Population, total",SP.POP.TOTL,30955151
Morocco,MAR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,18.76943049
Morocco,MAR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.203900993
Morocco,MAR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,75.02671646
Mozambique,MOZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.626
Mozambique,MOZ,"Population, total",SP.POP.TOTL,22762525
Mozambique,MOZ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,64.49159108
Mozambique,MOZ,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.891271254
Mozambique,MOZ,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,27.61710613
Myanmar,MMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.457
Myanmar,MMR,"Population, total",SP.POP.TOTL,51174018
Myanmar,MMR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,33.41691422
Myanmar,MMR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,26.88331225
Myanmar,MMR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,39.69977354
Namibia,NAM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.832
Namibia,NAM,"Population, total",SP.POP.TOTL,2110791
Namibia,NAM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,50.616912
Namibia,NAM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.87144197
Namibia,NAM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,37.51162448
Nepal,NPL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.213
Nepal,NPL,"Population, total",SP.POP.TOTL,26249412
Nepal,NPL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,42.71174531
Nepal,NPL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.121645028
Nepal,NPL,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,50.16658777
Netherlands,NLD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.2
Netherlands,NLD,"Population, total",SP.POP.TOTL,16445593
Netherlands,NLD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.767548559
Netherlands,NLD,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.03318105
Netherlands,NLD,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,89.19923357
New Caledonia,NCL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.7
New Caledonia,NCL,"Population, total",SP.POP.TOTL,243985
New Caledonia,NCL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
New Caledonia,NCL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
New Caledonia,NCL,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
New Zealand,NZL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.84
New Zealand,NZL,"Population, total",SP.POP.TOTL,4268900
New Zealand,NZL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,3.162794656
New Zealand,NZL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.297561826
New Zealand,NZL,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,90.53964212
Nicaragua,NIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.708
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5667983
Nicaragua,NIC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,19.62719719
Nicaragua,NIC,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.14803034
Nicaragua,NIC,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,69.22476444
Niger,NER,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.557
Niger,NER,"Population, total",SP.POP.TOTL,14737895
Niger,NER,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,81.25572176
Niger,NER,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,2.781087746
Niger,NER,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,15.9631883
Nigeria,NGA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.749
Nigeria,NGA,"Population, total",SP.POP.TOTL,151208080
Nigeria,NGA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,68.06775825
Nigeria,NGA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.55948977
Nigeria,NGA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,27.37277328
Northern Mariana Islands,MNP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,57345
Northern Mariana Islands,MNP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Northern Mariana Islands,MNP,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Northern Mariana Islands,MNP,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Norway,NOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.7
Norway,NOR,"Population, total",SP.POP.TOTL,4768212
Norway,NOR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.964158633
Norway,NOR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.897586333
Norway,NOR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,87.13825503
Oman,OMN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.924
Oman,OMN,"Population, total",SP.POP.TOTL,2593523
Oman,OMN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.23339275
Oman,OMN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.73893341
Oman,OMN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,83.0276695
Pakistan,PAK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.175
Pakistan,PAK,"Population, total",SP.POP.TOTL,167008083
Pakistan,PAK,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,45.62188721
Pakistan,PAK,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.284022868
Pakistan,PAK,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,46.09406961
Palau,PLW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,
Palau,PLW,"Population, total",SP.POP.TOTL,20228
Palau,PLW,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,19.8573019
Palau,PLW,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.98014129
Palau,PLW,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,74.16255681
Panama,PAN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.861
Panama,PAN,"Population, total",SP.POP.TOTL,3553480
Panama,PAN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,18.69073255
Panama,PAN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,12.14876892
Panama,PAN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,69.16047997
Papua New Guinea,PNG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.906
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,6550877
Papua New Guinea,PNG,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,47.04404832
Papua New Guinea,PNG,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.325297143
Papua New Guinea,PNG,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,43.6306567
Paraguay,PRY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.565
Paraguay,PRY,"Population, total",SP.POP.TOTL,6236005
Paraguay,PRY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,19.61500459
Paraguay,PRY,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.79105312
Paraguay,PRY,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,68.59393879
Peru,PER,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.383
Peru,PER,"Population, total",SP.POP.TOTL,28625628
Peru,PER,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,29.83070724
Peru,PER,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.855635211
Peru,PER,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,60.31368674
Philippines,PHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6
Philippines,PHL,"Population, total",SP.POP.TOTL,90371287
Philippines,PHL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,30.73973093
Philippines,PHL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.467407004
Philippines,PHL,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,60.79285421
Poland,POL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10
Poland,POL,"Population, total",SP.POP.TOTL,38125759
Poland,POL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,3.87054938
Poland,POL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.677683499
Poland,POL,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,89.451775
Portugal,PRT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.8
Portugal,PRT,"Population, total",SP.POP.TOTL,10622413
Portugal,PRT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,9.423434114
Portugal,PRT,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.282912038
Portugal,PRT,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,86.29365288
Puerto Rico,PRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.61
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3760866
Puerto Rico,PRI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Puerto Rico,PRI,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Puerto Rico,PRI,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Qatar,QAT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1.56
Qatar,QAT,"Population, total",SP.POP.TOTL,1359114
Qatar,QAT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,7.939310478
Qatar,QAT,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,23.06664757
Qatar,QAT,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,68.9940475
Romania,ROM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.8
Romania,ROM,"Population, total",SP.POP.TOTL,21513622
Romania,ROM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,3.58857481
Romania,ROM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.237581315
Romania,ROM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,91.17383743
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.6
Russian Federation,RUS,"Population, total",SP.POP.TOTL,141950000
Russian Federation,RUS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.098444318
Russian Federation,RUS,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,12.43748188
Russian Federation,RUS,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,82.464069
Rwanda,RWA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.971
Rwanda,RWA,"Population, total",SP.POP.TOTL,10222961
Rwanda,RWA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,63.40184246
Rwanda,RWA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.54261545
Rwanda,RWA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,29.05553178
Samoa,WSM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.695
Samoa,WSM,"Population, total",SP.POP.TOTL,183444
Samoa,WSM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,24.54521018
Samoa,WSM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.083967255
Samoa,WSM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,70.37077731
San Marino,SMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6
San Marino,SMR,"Population, total",SP.POP.TOTL,30549
San Marino,SMR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,3.82279019
San Marino,SMR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,1.670492749
San Marino,SMR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,94.50671706
Sao Tome and Principe,STP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.372
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,168253
Sao Tome and Principe,STP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,45.53444842
Sao Tome and Principe,STP,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.871010242
Sao Tome and Principe,STP,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,48.59456054
Saudi Arabia,SAU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.37
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,26366358
Saudi Arabia,SAU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,13.44569469
Saudi Arabia,SAU,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,15.24211294
Saudi Arabia,SAU,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,71.31216287
Senegal,SEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.259
Senegal,SEN,"Population, total",SP.POP.TOTL,12238791
Senegal,SEN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,64.63216516
Senegal,SEN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.465996242
Senegal,SEN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,29.90184798
Serbia,SRB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.97
Serbia,SRB,"Population, total",SP.POP.TOTL,7350221
Serbia,SRB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,1.520876197
Serbia,SRB,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,3.524769422
Serbia,SRB,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,94.95436809
Seychelles,SYC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.6
Seychelles,SYC,"Population, total",SP.POP.TOTL,86956
Seychelles,SYC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,18.64358413
Seychelles,SYC,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.757134845
Seychelles,SYC,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,74.59929742
Sierra Leone,SLE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.614
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,5532139
Sierra Leone,SLE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,77.10643495
Sierra Leone,SLE,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.233592719
Sierra Leone,SLE,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,17.65997472
Singapore,SGP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.4
Singapore,SGP,"Population, total",SP.POP.TOTL,4839400
Singapore,SGP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,16.09055587
Singapore,SGP,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.860466246
Singapore,SGP,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,79.04896463
Sint Maarten (Dutch part),SXM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.7
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,40459
Sint Maarten (Dutch part),SXM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Sint Maarten (Dutch part),SXM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Sint Maarten (Dutch part),SXM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Slovak Republic,SVK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.8
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5406626
Slovak Republic,SVK,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.640682459
Slovak Republic,SVK,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.786343298
Slovak Republic,SVK,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,89.57298364
